ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),x`,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,WCPA Forms,Swatches Attributes,Meta: fifu_list_url
20230614001,simple,tumbler-20230614-001,Blossom 40 oz Stainless Steel Tumbler.,1,0,visible,,"<p>SUITABLE FOR COLD DRINKS: This insulated mug uses stainless steel to provide a keep-cold effect without sweating.</p><p>LEAK-PROOF LID: The double-threaded designed portable insulated cup comes with a handle and is made for lefties and righties and prevents leaks. The cup is dishwasher safe.</p><p>VERSATILE TUMBLER WITH HANDLE: The large durable handle provides a comfortable grip and the cup fits beautifully in a car cup holder making it ideal for travel.</p><p>Product Information:</p><p>Style: Straight cup</p><p>Liner material: 304 Stainless Steel</p><p>Shell material: 201 Stainless Steel</p><p>Thermal insulation performance: 12-24 hours</p><p>Material: Inner 304 Outer 201</p><p>Style: Sport</p><p>Function: Thermal Insulation</p><p>Size: 26×9.8×7.5cm</p><p>Colors: Green Gray Brown Light Blue Black White Light Pink Hot Pink</p><p>Capacity: 1200ML</p><p>Packing list: Water cup X1PCS</p><p>2 Version for you to choose from.</p><p>This 40oz stainless steel tumbler comes with a handle lid and straw. Its large capacity makes it a match for beer, water or any other cold beverage. The powder-coated tumbler is ideal for outdoor camping and is vacuum-insulated ensuring that your drink stays at a stable temperature for longer.</p><p>Production may take longer than expected as we sell out almost daily. But you can expect the best price here with just a little bit longer wait! We love and thank you guys for your support!</p>",,,taxable,,1,,,0,0,,,,,0,,,39.99,Home &amp; Garden > Kitchen &amp; Dining > Tableware > Drinkware > Tumblers,"40 ounce tumbler; 40oz Quencher; 40oz tumbler, Adventure Quencher, floral tumbler, Handle Tumbler, large cup, large tumbler, Quencher, tumbler 40oz, tumbler with handle",,,,,,,,,,,0,0,,https://cdn.shopify.com/s/files/1/0074/8198/3035/files/1-Blossom_2000x.jpg?v=1685611908|https://cdn.shopify.com/s/files/1/0074/8198/3035/files/2000x2000_2000x.jpg?v=1686736146|https://cdn.shopify.com/s/files/1/0074/8198/3035/files/2000x20001_2000x.jpg?v=1686736146
